Time (s);Fp1;Fp2;Sampling Rate
7.7636718750e-01;-5.4255145264e+02;-1.1463083496e+03;
7.7929687500e-01;-5.4466925049e+02;-1.1674116211e+03;
7.8320312500e-01;-5.4254449463e+02;-1.1990783691e+03;
7.8613281250e-01;-5.4464746094e+02;-1.1791635742e+03;
7.8906250000e-01;-5.4213702393e+02;-1.1694283447e+03;
7.9296875000e-01;-5.3670538330e+02;-1.2028884277e+03;
7.9589843750e-01;-5.3433715820e+02;-1.2053225098e+03;
7.9980468750e-01;-5.2997784424e+02;-1.1910374756e+03;
8.0273437500e-01;-5.4105255127e+02;-1.2464643555e+03;
8.0664062500e-01;-5.4813751221e+02;-1.2146917725e+03;
8.0957031250e-01;-5.3464605713e+02;-1.1713367920e+03;
8.1250000000e-01;-5.3115911865e+02;-1.1246680908e+03;
8.1640625000e-01;-5.3341894531e+02;-1.1419846191e+03;
8.1933593750e-01;-5.3791687012e+02;-1.1661083984e+03;
8.2324218750e-01;-5.3895446777e+02;-1.1909719238e+03;
8.2617187500e-01;-5.4628784180e+02;-1.2157807617e+03;
8.2910156250e-01;-5.4110064697e+02;-1.2302622070e+03;
8.3300781250e-01;-5.4620465088e+02;-1.1406325684e+03;
8.3593750000e-01;-5.4245434570e+02;-1.1631334229e+03;
8.3984375000e-01;-5.3205108643e+02;-1.1786248779e+03;
8.4277343750e-01;-5.4077471924e+02;-1.1928348389e+03;
8.4570312500e-01;-5.5461419678e+02;-1.2133273926e+03;
8.4960937500e-01;-5.5011340332e+02;-1.2073109131e+03;
8.5253906250e-01;-5.4016619873e+02;-1.1370184326e+03;
8.5644531250e-01;-5.3174542236e+02;-1.1762216797e+03;
8.5937500000e-01;-5.3733081055e+02;-1.1682540283e+03;
8.6328125000e-01;-5.3282049561e+02;-1.1694564209e+03;
8.6621093750e-01;-5.3283648682e+02;-1.2087003174e+03;
8.6914062500e-01;-5.3446649170e+02;-1.2181927490e+03;
8.7304687500e-01;-5.3432434082e+02;-1.2129001465e+03;
8.7597656250e-01;-5.6529260254e+02;-1.2044448242e+03;
8.7988281250e-01;-5.4261462402e+02;-1.2010242920e+03;
8.8281250000e-01;-5.4291430664e+02;-1.1452194824e+03;
8.8574218750e-01;-5.3361547852e+02;-1.1787385254e+03;
8.8964843750e-01;-5.3297045898e+02;-1.2223918457e+03;
8.9257812500e-01;-5.3416497803e+02;-1.1967282715e+03;
8.9648437500e-01;-5.3236804199e+02;-1.1180053711e+03;
8.9941406250e-01;-5.2109448242e+02;-1.1616334229e+03;
9.0332031250e-01;-5.2784527588e+02;-1.1650456543e+03;
9.0625000000e-01;-5.3235089111e+02;-1.1671621094e+03;
9.0917968750e-01;-5.2574224854e+02;-1.1825861816e+03;
9.1308593750e-01;-5.4514898682e+02;-1.1893597412e+03;
9.1601562500e-01;-5.3551116943e+02;-1.1661076660e+03;
9.1992187500e-01;-5.3913446045e+02;-1.2026481934e+03;
9.2285156250e-01;-5.3610522461e+02;-1.2210074463e+03;
9.2578125000e-01;-5.3671545410e+02;-1.1682307129e+03;
9.2968750000e-01;-5.3760070801e+02;-1.1648826904e+03;
9.3261718750e-01;-5.3491040039e+02;-1.2219074707e+03;
9.3652343750e-01;-5.4392779541e+02;-1.2116488037e+03;
9.3945312500e-01;-5.4511846924e+02;-1.1712050781e+03;
9.4238281250e-01;-5.4752825928e+02;-1.1911273193e+03;
9.4628906250e-01;-5.5266131592e+02;-1.1787961426e+03;
9.4921875000e-01;-5.4782415771e+02;-1.1784289551e+03;
9.5312500000e-01;-5.4805804443e+02;-1.1940202637e+03;
9.5605468750e-01;-5.4737377930e+02;-1.1556785889e+03;
9.5996093750e-01;-5.4032122803e+02;-1.1805612793e+03;
9.6289062500e-01;-5.6147595215e+02;-1.3130507812e+03;
9.6582031250e-01;-5.5427093506e+02;-1.2087155762e+03;
9.6972656250e-01;-5.3053509521e+02;-1.1689587402e+03;
9.7265625000e-01;-5.2873071289e+02;-1.1662290039e+03;
9.7656250000e-01;-5.3865258789e+02;-1.1785751953e+03;
9.7949218750e-01;-5.4932415771e+02;-1.1464298096e+03;
9.8242187500e-01;-5.3096087646e+02;-1.1723602295e+03;
9.8632812500e-01;-5.5455810547e+02;-1.1927088623e+03;
9.8925781250e-01;-5.5034600830e+02;-1.1960278320e+03;
9.9316406250e-01;-5.4084814453e+02;-1.2335441895e+03;
9.9609375000e-01;-5.2180798340e+02;-1.1418067627e+03;
9.9902343750e-01;-5.3789813232e+02;-1.1724133301e+03;
1.0029296875e+00;-5.3833026123e+02;-1.2023916016e+03;
1.0058593750e+00;-5.4887792969e+02;-1.2051379395e+03;
1.0097656250e+00;-5.3760430908e+02;-1.1700273438e+03;
1.0126953125e+00;-5.4133044434e+02;-1.1670875244e+03;
1.0166015625e+00;-5.3204461670e+02;-1.1744091797e+03;
